filename,category,score,path
56952849.pdf,DIGITAL-MEDIA,6.41,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DIGITAL-MEDIA\56952849.pdf
36425270.pdf,ACCOUNTANT,6.41,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ACCOUNTANT\36425270.pdf
29061628.pdf,CONSTRUCTION,6.41,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSTRUCTION\29061628.pdf
21622444.pdf,CHEF,6.4,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CHEF\21622444.pdf
31602598.pdf,ACCOUNTANT,6.39,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ACCOUNTANT\31602598.pdf
21007083.pdf,APPAREL,6.39,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\APPAREL\21007083.pdf
11672279.pdf,BANKING,6.38,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BANKING\11672279.pdf
17855844.pdf,HR,6.38,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HR\17855844.pdf
29173771.pdf,ADVOCATE,6.38,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ADVOCATE\29173771.pdf
38650096.pdf,FITNESS,6.38,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FITNESS\38650096.pdf
14364597.pdf,PUBLIC-RELATIONS,6.37,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\PUBLIC-RELATIONS\14364597.pdf
30361788.pdf,ACCOUNTANT,6.37,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ACCOUNTANT\30361788.pdf
23719943.pdf,APPAREL,6.37,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\APPAREL\23719943.pdf
43311839.pdf,CONSULTANT,6.36,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSULTANT\43311839.pdf
27524018.pdf,TEACHER,6.36,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\TEACHER\27524018.pdf
47410104.pdf,FINANCE,6.36,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FINANCE\47410104.pdf
26921245.pdf,AGRICULTURE,6.36,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AGRICULTURE\26921245.pdf
18319061.pdf,ARTS,6.35,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ARTS\18319061.pdf
51588273.pdf,ENGINEERING,6.35,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ENGINEERING\51588273.pdf
16507693.pdf,AGRICULTURE,6.35,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AGRICULTURE\16507693.pdf
24103168.pdf,ACCOUNTANT,6.34,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ACCOUNTANT\24103168.pdf
83816738.pdf,INFORMATION-TECHNOLOGY,6.33,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\INFORMATION-TECHNOLOGY\83816738.pdf
18725071.pdf,ADVOCATE,6.33,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ADVOCATE\18725071.pdf
32637306.pdf,CONSULTANT,6.33,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSULTANT\32637306.pdf
38707449.pdf,BPO,6.33,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BPO\38707449.pdf
13774329.pdf,DESIGNER,6.32,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DESIGNER\13774329.pdf
35344611.pdf,ADVOCATE,6.31,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ADVOCATE\35344611.pdf
29975124.pdf,INFORMATION-TECHNOLOGY,6.31,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\INFORMATION-TECHNOLOGY\29975124.pdf
14413257.pdf,APPAREL,6.3,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\APPAREL\14413257.pdf
19164410.pdf,DESIGNER,6.3,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DESIGNER\19164410.pdf
37695494.pdf,DESIGNER,6.3,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DESIGNER\37695494.pdf
20478831.pdf,TEACHER,6.29,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\TEACHER\20478831.pdf
15363277.pdf,ACCOUNTANT,6.29,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ACCOUNTANT\15363277.pdf
87968870.pdf,HR,6.29,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HR\87968870.pdf
21190805.pdf,AVIATION,6.29,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AVIATION\21190805.pdf
18835363.pdf,DESIGNER,6.29,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DESIGNER\18835363.pdf
26961846.pdf,FINANCE,6.29,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FINANCE\26961846.pdf
11197262.pdf,AGRICULTURE,6.29,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AGRICULTURE\11197262.pdf
13072019.pdf,ACCOUNTANT,6.29,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ACCOUNTANT\13072019.pdf
13343786.pdf,DIGITAL-MEDIA,6.28,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DIGITAL-MEDIA\13343786.pdf
36206485.pdf,TEACHER,6.28,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\TEACHER\36206485.pdf
21830565.pdf,HR,6.28,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HR\21830565.pdf
26888302.pdf,AVIATION,6.28,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AVIATION\26888302.pdf
89049979.pdf,BANKING,6.28,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BANKING\89049979.pdf
32025286.pdf,CONSTRUCTION,6.28,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSTRUCTION\32025286.pdf
86184722.pdf,HR,6.28,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HR\86184722.pdf
23408537.pdf,HR,6.28,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HR\23408537.pdf
28424982.pdf,CHEF,6.27,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CHEF\28424982.pdf
45907524.pdf,HEALTHCARE,6.26,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HEALTHCARE\45907524.pdf
16172429.pdf,AGRICULTURE,6.26,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AGRICULTURE\16172429.pdf
31199035.pdf,SALES,6.26,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\SALES\31199035.pdf
30311725.pdf,CONSTRUCTION,6.25,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSTRUCTION\30311725.pdf
21265194.pdf,HR,6.24,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HR\21265194.pdf
69243180.pdf,BANKING,6.23,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BANKING\69243180.pdf
10751444.pdf,DESIGNER,6.23,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DESIGNER\10751444.pdf
36569713.pdf,TEACHER,6.23,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\TEACHER\36569713.pdf
63145386.pdf,CONSTRUCTION,6.23,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSTRUCTION\63145386.pdf
14585273.pdf,CONSTRUCTION,6.22,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSTRUCTION\14585273.pdf
26585242.pdf,HEALTHCARE,6.22,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HEALTHCARE\26585242.pdf
48580330.pdf,CHEF,6.21,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CHEF\48580330.pdf
47919212.pdf,ENGINEERING,6.21,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ENGINEERING\47919212.pdf
31111279.pdf,INFORMATION-TECHNOLOGY,6.2,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\INFORMATION-TECHNOLOGY\31111279.pdf
36024962.pdf,ACCOUNTANT,6.2,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ACCOUNTANT\36024962.pdf
17199951.pdf,DESIGNER,6.2,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DESIGNER\17199951.pdf
38291889.pdf,ADVOCATE,6.2,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ADVOCATE\38291889.pdf
20836112.pdf,FINANCE,6.2,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FINANCE\20836112.pdf
35737840.pdf,ENGINEERING,6.2,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ENGINEERING\35737840.pdf
16270906.pdf,TEACHER,6.19,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\TEACHER\16270906.pdf
21283365.pdf,INFORMATION-TECHNOLOGY,6.19,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\INFORMATION-TECHNOLOGY\21283365.pdf
32720816.pdf,AVIATION,6.19,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AVIATION\32720816.pdf
24590489.pdf,PUBLIC-RELATIONS,6.19,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\PUBLIC-RELATIONS\24590489.pdf
14470533.pdf,ACCOUNTANT,6.19,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ACCOUNTANT\14470533.pdf
14771530.pdf,DIGITAL-MEDIA,6.19,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DIGITAL-MEDIA\14771530.pdf
37333719.pdf,ADVOCATE,6.18,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ADVOCATE\37333719.pdf
31114531.pdf,ARTS,6.18,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ARTS\31114531.pdf
21298336.pdf,ENGINEERING,6.18,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ENGINEERING\21298336.pdf
12695799.pdf,FITNESS,6.17,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FITNESS\12695799.pdf
17043822.pdf,ENGINEERING,6.17,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ENGINEERING\17043822.pdf
32219038.pdf,HEALTHCARE,6.16,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HEALTHCARE\32219038.pdf
23761385.pdf,AVIATION,6.16,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AVIATION\23761385.pdf
20272792.pdf,ADVOCATE,6.16,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ADVOCATE\20272792.pdf
29764492.pdf,APPAREL,6.15,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\APPAREL\29764492.pdf
82929064.pdf,DIGITAL-MEDIA,6.15,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DIGITAL-MEDIA\82929064.pdf
19796840.pdf,INFORMATION-TECHNOLOGY,6.14,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\INFORMATION-TECHNOLOGY\19796840.pdf
63282405.pdf,FITNESS,6.14,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FITNESS\63282405.pdf
13149176.pdf,ENGINEERING,6.14,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ENGINEERING\13149176.pdf
25330083.pdf,FINANCE,6.13,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FINANCE\25330083.pdf
28020046.pdf,AVIATION,6.13,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AVIATION\28020046.pdf
69005326.pdf,TEACHER,6.12,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\TEACHER\69005326.pdf
35121930.pdf,APPAREL,6.12,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\APPAREL\35121930.pdf
10480456.pdf,HEALTHCARE,6.12,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HEALTHCARE\10480456.pdf
27974588.pdf,FITNESS,6.09,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FITNESS\27974588.pdf
24285142.pdf,DESIGNER,6.09,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DESIGNER\24285142.pdf
90066849.pdf,DESIGNER,6.09,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DESIGNER\90066849.pdf
84295343.pdf,AUTOMOBILE,6.08,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AUTOMOBILE\84295343.pdf
95970987.pdf,ADVOCATE,6.08,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ADVOCATE\95970987.pdf
39295103.pdf,FINANCE,6.07,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FINANCE\39295103.pdf
22506245.pdf,DESIGNER,6.07,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DESIGNER\22506245.pdf
24647794.pdf,ENGINEERING,6.07,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ENGINEERING\24647794.pdf
47603843.pdf,CHEF,6.06,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CHEF\47603843.pdf
25930778.pdf,ENGINEERING,6.06,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ENGINEERING\25930778.pdf
75057933.pdf,ADVOCATE,6.06,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ADVOCATE\75057933.pdf
38753827.pdf,INFORMATION-TECHNOLOGY,6.06,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\INFORMATION-TECHNOLOGY\38753827.pdf
11763983.pdf,HR,6.06,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HR\11763983.pdf
91478356.pdf,HEALTHCARE,6.05,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HEALTHCARE\91478356.pdf
19176318.pdf,BANKING,6.05,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BANKING\19176318.pdf
17694572.pdf,AVIATION,6.05,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AVIATION\17694572.pdf
39908485.pdf,CONSTRUCTION,6.05,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSTRUCTION\39908485.pdf
84373843.pdf,FINANCE,6.05,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FINANCE\84373843.pdf
24038620.pdf,INFORMATION-TECHNOLOGY,6.05,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\INFORMATION-TECHNOLOGY\24038620.pdf
21773106.pdf,TEACHER,6.05,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\TEACHER\21773106.pdf
12488356.pdf,ENGINEERING,6.05,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ENGINEERING\12488356.pdf
31395742.pdf,CONSULTANT,6.05,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSULTANT\31395742.pdf
21531811.pdf,TEACHER,6.04,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\TEACHER\21531811.pdf
24068423.pdf,AGRICULTURE,6.04,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AGRICULTURE\24068423.pdf
15180322.pdf,CHEF,6.04,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CHEF\15180322.pdf
12780508.pdf,ACCOUNTANT,6.04,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ACCOUNTANT\12780508.pdf
98559931.pdf,ACCOUNTANT,6.04,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ACCOUNTANT\98559931.pdf
24455357.pdf,DESIGNER,6.03,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DESIGNER\24455357.pdf
19508520.pdf,ARTS,6.03,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ARTS\19508520.pdf
17539842.pdf,HEALTHCARE,6.03,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HEALTHCARE\17539842.pdf
34740556.pdf,HR,6.01,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HR\34740556.pdf
17483843.pdf,AVIATION,6.01,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AVIATION\17483843.pdf
38698573.pdf,ADVOCATE,6.01,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ADVOCATE\38698573.pdf
12011623.pdf,ENGINEERING,6.01,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ENGINEERING\12011623.pdf
19532392.pdf,AGRICULTURE,6.01,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AGRICULTURE\19532392.pdf
19444529.pdf,DIGITAL-MEDIA,6.0,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DIGITAL-MEDIA\19444529.pdf
17658471.pdf,FITNESS,5.99,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FITNESS\17658471.pdf
26046064.pdf,DESIGNER,5.99,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DESIGNER\26046064.pdf
22560013.pdf,PUBLIC-RELATIONS,5.99,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\PUBLIC-RELATIONS\22560013.pdf
22965804.pdf,CONSTRUCTION,5.99,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSTRUCTION\22965804.pdf
14879257.pdf,ARTS,5.98,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ARTS\14879257.pdf
14408510.pdf,FINANCE,5.98,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FINANCE\14408510.pdf
12144825.pdf,AVIATION,5.98,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AVIATION\12144825.pdf
99714410.pdf,CONSULTANT,5.98,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSULTANT\99714410.pdf
12239749.pdf,AVIATION,5.97,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AVIATION\12239749.pdf
57088974.pdf,FINANCE,5.96,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FINANCE\57088974.pdf
14910300.pdf,PUBLIC-RELATIONS,5.96,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\PUBLIC-RELATIONS\14910300.pdf
14743911.pdf,DESIGNER,5.96,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DESIGNER\14743911.pdf
17641670.pdf,INFORMATION-TECHNOLOGY,5.95,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\INFORMATION-TECHNOLOGY\17641670.pdf
16804396.pdf,CHEF,5.94,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CHEF\16804396.pdf
20626794.pdf,TEACHER,5.93,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\TEACHER\20626794.pdf
16723524.pdf,APPAREL,5.93,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\APPAREL\16723524.pdf
57002858.pdf,INFORMATION-TECHNOLOGY,5.93,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\INFORMATION-TECHNOLOGY\57002858.pdf
12334140.pdf,INFORMATION-TECHNOLOGY,5.93,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\INFORMATION-TECHNOLOGY\12334140.pdf
20488267.pdf,ARTS,5.92,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ARTS\20488267.pdf
21611637.pdf,CHEF,5.92,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CHEF\21611637.pdf
17688766.pdf,INFORMATION-TECHNOLOGY,5.92,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\INFORMATION-TECHNOLOGY\17688766.pdf
15354126.pdf,CHEF,5.92,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CHEF\15354126.pdf
31850269.pdf,CONSTRUCTION,5.92,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSTRUCTION\31850269.pdf
34452806.pdf,CHEF,5.91,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CHEF\34452806.pdf
17108676.pdf,ENGINEERING,5.91,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ENGINEERING\17108676.pdf
20736486.pdf,HEALTHCARE,5.9,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HEALTHCARE\20736486.pdf
37660306.pdf,TEACHER,5.9,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\TEACHER\37660306.pdf
21287405.pdf,AVIATION,5.89,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AVIATION\21287405.pdf
18501746.pdf,DIGITAL-MEDIA,5.89,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DIGITAL-MEDIA\18501746.pdf
36727173.pdf,AVIATION,5.88,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AVIATION\36727173.pdf
15375009.pdf,HR,5.88,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HR\15375009.pdf
91072502.pdf,CHEF,5.88,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CHEF\91072502.pdf
18480859.pdf,CHEF,5.87,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CHEF\18480859.pdf
27770859.pdf,INFORMATION-TECHNOLOGY,5.87,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\INFORMATION-TECHNOLOGY\27770859.pdf
16066857.pdf,CHEF,5.86,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CHEF\16066857.pdf
40882926.pdf,AGRICULTURE,5.86,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AGRICULTURE\40882926.pdf
57575888.pdf,FITNESS,5.86,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FITNESS\57575888.pdf
19975121.pdf,FITNESS,5.86,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FITNESS\19975121.pdf
22008817.pdf,HEALTHCARE,5.85,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HEALTHCARE\22008817.pdf
16850314.pdf,AVIATION,5.85,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AVIATION\16850314.pdf
19786924.pdf,TEACHER,5.85,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\TEACHER\19786924.pdf
16279537.pdf,AVIATION,5.85,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AVIATION\16279537.pdf
37473139.pdf,AVIATION,5.85,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AVIATION\37473139.pdf
36625776.pdf,HEALTHCARE,5.85,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HEALTHCARE\36625776.pdf
32636041.pdf,FITNESS,5.84,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FITNESS\32636041.pdf
10909673.pdf,BANKING,5.84,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BANKING\10909673.pdf
32308556.pdf,HR,5.84,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HR\32308556.pdf
11698189.pdf,HR,5.83,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HR\11698189.pdf
28186635.pdf,AVIATION,5.83,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AVIATION\28186635.pdf
23985183.pdf,AVIATION,5.83,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AVIATION\23985183.pdf
18029935.pdf,ARTS,5.82,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ARTS\18029935.pdf
21794875.pdf,ACCOUNTANT,5.82,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ACCOUNTANT\21794875.pdf
29193505.pdf,CONSTRUCTION,5.82,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSTRUCTION\29193505.pdf
11130200.pdf,FITNESS,5.81,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FITNESS\11130200.pdf
54246169.pdf,AGRICULTURE,5.8,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AGRICULTURE\54246169.pdf
83338413.pdf,ARTS,5.8,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ARTS\83338413.pdf
16248476.pdf,CHEF,5.8,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CHEF\16248476.pdf
92122785.pdf,CHEF,5.8,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CHEF\92122785.pdf
14206561.pdf,ENGINEERING,5.8,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ENGINEERING\14206561.pdf
11704150.pdf,HEALTHCARE,5.79,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HEALTHCARE\11704150.pdf
24559558.pdf,PUBLIC-RELATIONS,5.79,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\PUBLIC-RELATIONS\24559558.pdf
14150896.pdf,ARTS,5.79,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ARTS\14150896.pdf
31025785.pdf,BANKING,5.79,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BANKING\31025785.pdf
45987048.pdf,TEACHER,5.79,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\TEACHER\45987048.pdf
28635795.pdf,ADVOCATE,5.78,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ADVOCATE\28635795.pdf
77266989.pdf,FITNESS,5.78,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FITNESS\77266989.pdf
18767449.pdf,FITNESS,5.78,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FITNESS\18767449.pdf
19471144.pdf,CONSTRUCTION,5.78,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSTRUCTION\19471144.pdf
11155153.pdf,DESIGNER,5.78,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DESIGNER\11155153.pdf
26829561.pdf,APPAREL,5.77,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\APPAREL\26829561.pdf
37242217.pdf,INFORMATION-TECHNOLOGY,5.77,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\INFORMATION-TECHNOLOGY\37242217.pdf
15891494.pdf,FINANCE,5.77,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FINANCE\15891494.pdf
29647215.pdf,CONSULTANT,5.76,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSULTANT\29647215.pdf
